S|nel |mez|zo |del |cam|min |di |no|stra |vi|taE
S|qui |si |par|rà |la |tua |no|bi|li|ta|teE
S|io |co|min|ciai |po|e|ta |che |mi |gui|diE
S|guar|da |la |mia |vir|tù |s' el|l' è |pos|sen|teE
S|pri|ma |ch' a |l' al|to |pas|so |tu |mi |fi|diE
S|tu |di|ci |che |di |sil|vï|o il |pa|ren|teE
S|cor|rut|ti|bi|le an|co|ra ad |im|mor|ta|leE
S|se|co|lo an|dò |e |fu |sen|si|bil|men|teE
S|pe|rò |se |l' av|ver|sa|rio |d' o|gne |ma|leE
S|cor|te|se i |fu |pen|san|do |l' al|to ef|fet|toE
S|ch' u|scir |do|vea |di |lui |e ' l |chi |e ' l |qua|leE
S|non |pa|re in|de|gno ad |o|mo |d' in|tel|let|toE
S|ch' e' |fu |de |l' al|ma |ro|ma e |di |suo im|pe|roE
S|ne |l' em|pi|rë|o |ciel |per |pa|dre e|let|toE
S|la |qua|le e ' l |qua|le a |vo|ler |dir |lo |ve|roE
S|fu |sta|bi|li|ta |per |lo |lo|co |san|toE
S|u' |sie|de il |suc|ces|sor |del |mag|gior |pie|roE
S|per |que|st' an|da|ta on|de |li |dai |tu |van|toE
S|in|te|se |co|se |che |fu|ron |ca|gio|neE
S|di |sua |vit|to|ria e |del |pa|pa|le am|man|toE
S|an|dov|vi |poi |lo |vas |d' e|le|zï|o|neE
S|per |re|car|ne |con|for|to a |quel|la |fe|deE
S|ch' è |prin|ci|pio a |la |via |di |sal|va|zio|neE
S|ma |io |per|ché |ve|nir|vi o |chi ' l |con|ce|deE
S|io |non |e|në|a |io |non |pau|lo |so|noE
S|me |de|gno a |ciò |né |io |né |al|tri ' l |cre|deE
S|per |che |se |del |ve|ni|re io |m' ab|ban|do|noE
S|te|mo |che |la |ve|nu|ta |non |sia |fol|leE
S|se' |sa|vio in|ten|di |me' |ch' i' |non |ra|gio|noE
S|e |qual |è |quei |che |di|svuol |ciò |che |vol|leE
S|e |per |no|vi |pen|sier |can|gia |pro|po|staE
S|sì |che |dal |co|min|ciar |tut|to |si |tol|leE
S|tal |mi |fe|c' ï|o ' n |quel|la o|scu|ra |co|staE
S|per|ché |pen|san|do |con|su|mai |la ' m|pre|saE
S|che |fu |nel |co|min|ciar |co|tan|to |to|staE
S|s' i' |ho |ben |la |pa|ro|la |tua |in|te|saE
S|ri|spuo|se |del |ma|gna|ni|mo |quel|l' om|braE
S|l' a|ni|ma |tua |è |da |vil|ta|de of|fe|saE
S|la |qual |mol|te |fï|a|te |l' o|mo in|gom|braE
S|sì |che |d' on|ra|ta im|pre|sa |lo |ri|vol|veE
S|co|me |fal|so |ve|der |be|stia |quan|d' om|braE
S|da |que|sta |te|ma ac|ciò |che |tu |ti |sol|veE
S|di|rot|ti |per|ch' io |ven|ni e |quel |ch' io ' n|te|siE
S|nel |pri|mo |pun|to |che |di |te |mi |dol|veE
S|io |e|ra |tra |co|lor |che |son |so|spe|siE
S|e |don|na |mi |chia|mò |be|a|ta e |bel|laE
S|tal |che |di |co|man|da|re io |la |ri|chie|siE
S|lu|ce|van |li oc|chi |suoi |più |che |la |stel|laE
S|e |co|min|ciom|mi a |dir |so|a|ve e |pia|naE
S|con |an|ge|li|ca |vo|ce in |sua |fa|vel|laE
S|o |a|ni|ma |cor|te|se |man|to|a|naE
S|di |cui |la |fa|ma an|cor |nel |mon|do |du|raE
S|e |du|re|rà |quan|to ' l |mon|do |lon|ta|naE
S|l' a|mi|co |mio |e |non |de |la |ven|tu|raE
S|ne |la |di|ser|ta |piag|gia è |im|pe|di|toE
S|sì |nel |cam|min |che |vòl|t' è |per |pa|u|raE
S|e |te|mo |che |non |sia |già |sì |smar|ri|toE
S|ch' io |mi |sia |tar|di al |soc|cor|so |le|va|taE
S|per |quel |ch' i' |ho |di |lui |nel |cie|lo u|di|toE
S|or |mo|vi e |con |la |tua |pa|ro|la or|na|taE
S|e |con |ciò |c' ha |me|stie|ri al |suo |cam|pa|reE
S|l' a|iu|ta |sì |ch' i' |ne |sia |con|so|la|taE
S|i' |son |bea|tri|ce |che |ti |fac|cio an|da|reE
S|ve|gno |del |lo|co o|ve |tor|nar |di|sioE
S|a|mor |mi |mos|se |che |mi |fa |par|la|reE
S|quan|do |sa|rò |di|nan|zi al |se|gnor |mioE
S|di |te |mi |lo|de|rò |so|ven|te a |luiE
S|ta|cet|te al|lo|ra e |poi |co|min|cia' |ioE
S|o |don|na |di |vir|tù |so|la |per |cuiE
S|l' u|ma|na |spe|zie ec|ce|de o|gne |con|ten|toE
S|di |quel |ciel |c' ha |mi|nor |li |cer|chi |suiE
S|tan|to |m' ag|gra|da il |tuo |co|man|da|men|toE
S|che |l' u|bi|dir |se |già |fos|se |m' è |tar|diE
S|più |non |t' è |uo' |ch' a|prir|mi il |tuo |ta|len|toE
S|ma |dim|mi |la |ca|gion |che |non |ti |guar|diE
S|de |lo |scen|der |qua |giu|so in |que|sto |cen|troE
S|de |l' am|pio |lo|co o|ve |tor|nar |tu |ar|diE
S|da |che |tu |vuo' |sa|ver |co|tan|to a |den|troE
S|di|rot|ti |brie|ve|men|te |mi |ri|spuo|seE
S|per|ch' i' |non |te|mo |di |ve|nir |qua |en|troE
S|te|mer |si |dee |di |so|le |quel|le |co|seE
S|c' han|no |po|ten|za |di |fa|re al|trui |ma|leE
S|de |l' al|tre |no |ché |non |son |pa|u|ro|seE
S|i' |son |fat|ta |da |dio |sua |mer|cé |ta|leE
S|che |la |vo|stra |mi|se|ria |non |mi |tan|geE
S|né |fiam|ma |d' e|sto ' n|cen|dio |non |m' as|sa|leE
S|don|na è |gen|til |nel |ciel |che |si |com|pian|geE
S|di |que|sto ' m|pe|di|men|to o|v' io |ti |man|doE
S|sì |che |du|ro |giu|di|cio |là |sù |fran|geE
S|que|sta |chie|se |lu|cia |in |suo |di|man|doE
S|e |dis|se or |ha |bi|so|gno il |tuo |fe|de|leE
S|di |te |e |io |a |te |lo |rac|co|man|doE
S|lu|cia |ni|mi|ca |di |cia|scun |cru|de|leE
S|si |mos|se e |ven|ne al |lo|co |do|v' i' |e|raE
S|che |mi |se|dea |con |l' an|ti|ca |ra|che|leE
S|dis|se |bea|tri|ce |lo|da |di |dio |ve|raE
S|ché |non |soc|cor|ri |quei |che |t' a|mò |tan|toE
S|ch' u|scì |per |te |de |la |vol|ga|re |schie|raE
S|non |o|di |tu |la |pie|ta |del |suo |pian|toE
S|non |ve|di |tu |la |mor|te |che ' l |com|bat|teE
S|su |la |fiu|ma|na o|ve ' l |mar |non |ha |van|toE
S|al |mon|do |non |fur |mai |per|so|ne |rat|teE
S|a |far |lor |pro |o |a |fug|gir |lor |dan|noE
S|com' |io |do|po |co|tai |pa|ro|le |fat|teE
S|ven|ni |qua |giù |del |mio |be|a|to |scan|noE
S|fi|dan|do|mi |del |tuo |par|la|re o|ne|stoE
S|ch' o|no|ra |te |e |quei |ch' u|di|to |l' han|noE
S|po|scia |che |m' eb|be |ra|gio|na|to |que|stoE
S|li oc|chi |lu|cen|ti |la|gri|man|do |vol|seE
S|per |che |mi |fe|ce |del |ve|nir |più |pre|stoE
S|e |ven|ni a |te |co|sì |com' |el|la |vol|seE
S|d' i|nan|zi a |quel|la |fie|ra |ti |le|vaiE
S|che |del |bel |mon|te il |cor|to an|dar |ti |tol|seE
S|dun|que |che |è |per|ché |per|ché |re|staiE
S|per|ché |tan|ta |vil|tà |nel |co|re al|let|teE
S|per|ché |ar|di|re e |fran|chez|za |non |haiE
S|po|scia |che |tai |tre |don|ne |be|ne|det|teE
S|cu|ran |di |te |ne |la |cor|te |del |cie|loE
S|e ' l |mio |par|lar |tan|to |ben |ti |pro|met|teE
S|qua|li |fio|ret|ti |dal |not|tur|no |ge|loE
S|chi|na|ti e |chiu|si |poi |che ' l |sol |li ' m|bian|caE
S|si |driz|zan |tut|ti a|per|ti in |lo|ro |ste|loE
S|tal |mi |fe|c' io |di |mia |vir|tu|de |stan|caE
S|e |tan|to |buo|no ar|di|re al |cor |mi |cor|seE
S|ch' i' |co|min|ciai |co|me |per|so|na |fran|caE
S|oh |pie|to|sa |co|lei |che |mi |soc|cor|seE
S|e |te |cor|te|se |ch' u|bi|di|sti |to|stoE
S|a |le |ve|re |pa|ro|le |che |ti |por|seE
S|tu |m' hai |con |di|si|de|rio il |cor |di|spo|stoE
S|sì |al |ve|nir |con |le |pa|ro|le |tueE
S|ch' i' |son |tor|na|to |nel |pri|mo |pro|po|stoE
S|or |va |ch' un |sol |vo|le|re è |d' am|be|dueE
S|tu |du|ca |tu |se|gno|re e |tu |ma|e|stroE
S|co|sì |li |dis|si e |poi |che |mos|so |fueE
S|in|trai |per |lo |cam|mi|no al|to e |sil|ve|stroE
S|per |me |si |va |ne |la |cit|tà |do|len|teE
S|per |me |si |va |ne |l' et|ter|no |do|lo|reE
S|per |me |si |va |tra |la |per|du|ta |gen|teE
S|giu|sti|zia |mos|se il |mio |al|to |fat|to|reE
S|fe|ce|mi |la |di|vi|na |po|de|sta|teE
S|la |som|ma |sa|pï|en|za e ' l |pri|mo a|mo|reE
S|di|nan|zi a |me |non |fuor |co|se |cre|a|teE
S|se |non |et|ter|ne e |io |et|ter|no |du|roE
S|la|scia|te o|gne |spe|ran|za |voi |ch' in|tra|teE
S|que|ste |pa|ro|le |di |co|lo|re o|scu|roE
S|vi|d' ï|o |scrit|te al |som|mo |d' u|na |por|taE
S|per |ch' io |ma|e|stro il |sen|so |lor |m' è |du|roE
S|ed |el|li a |me |co|me |per|so|na ac|cor|taE
S|qui |si |con|vien |la|scia|re o|gne |so|spet|toE
S|o|gne |vil|tà |con|vien |che |qui |sia |mor|taE
S|noi |siam |ve|nu|ti al |lo|co o|v' i' |t' ho |det|toE
S|che |tu |ve|drai |le |gen|ti |do|lo|ro|seE
S|c' han|no |per|du|to il |ben |de |l' in|tel|let|toE
S|e |poi |che |la |sua |ma|no a |la |mia |puo|seE
S|con |lie|to |vol|to on|d' io |mi |con|for|taiE
S|mi |mi|se |den|tro a |le |se|gre|te |co|seE
S|qui|vi |so|spi|ri |pian|ti e |al|ti |guaiE
S|ri|so|na|van |per |l' ae|re |san|za |stel|leE
S|per |ch' io |al |co|min|ciar |ne |la|gri|maiE
S|di|ver|se |lin|gue or|ri|bi|li |fa|vel|leE
S|pa|ro|le |di |do|lo|re ac|cen|ti |d' i|raE
S|vo|ci al|te e |fio|che e |suon |di |man |con |el|leE
S|fa|ce|va|no un |tu|mul|to il |qual |s' ag|gi|raE
S|sem|pre in |quel|l' au|ra |san|za |tem|po |tin|taE
S|co|me |la |re|na |quan|do |tur|bo |spi|raE
S|e |io |ch' a|vea |d' er|ror |la |te|sta |cin|taE
S|dis|si |ma|e|stro |che |è |quel |ch' i' |o|doE
S|e |che |gen|t' è |che |par |nel |duol |sì |vin|taE
S|ed |el|li a |me |que|sto |mi|se|ro |mo|doE
S|te|gnon |l' a|ni|me |tri|ste |di |co|lo|roE
S|che |vis|ser |san|za ' n|fa|mia e |san|za |lo|doE
S|mi|schia|te |so|no a |quel |cat|ti|vo |co|roE
S|de |li an|ge|li |che |non |fu|ron |ri|bel|liE
S|né |fur |fe|de|li a |dio |ma |per |sé |fuo|roE
S|cac|cian|li i |ciel |per |non |es|ser |men |bel|liE
S|né |lo |pro|fon|do in|fer|no |li |ri|ce|veE
S|ch' al|cu|na |glo|ria i |rei |av|reb|ber |d' el|liE
S|e |io |ma|e|stro |che |è |tan|to |gre|veE
S|a |lor |che |la|men|tar |li |fa |sì |for|teE
S|ri|spuo|se |di|ce|rol|ti |mol|to |bre|veE
S|que|sti |non |han|no |spe|ran|za |di |mor|teE
S|e |la |lor |cie|ca |vi|ta è |tan|to |bas|saE
S|che ' n|vi|dï|o|si |son |d' o|gne al|tra |sor|teE
S|fa|ma |di |lo|ro il |mon|do es|ser |non |las|saE
S|mi|se|ri|cor|dia e |giu|sti|zia |li |sde|gnaE
S|non |ra|gio|niam |di |lor |ma |guar|da e |pas|saE
S|e |io |che |ri|guar|dai |vi|di u|na ' n|se|gnaE
S|che |gi|ran|do |cor|re|va |tan|to |rat|taE
S|che |d' o|gne |po|sa |mi |pa|rea |in|de|gnaE
S|e |die|tro |le |ve|nìa |sì |lun|ga |trat|taE
S|di |gen|te |ch' i' |non |a|ve|rei |cre|du|toE
S|che |mor|te |tan|ta |n' a|ves|se |di|sfat|taE
S|po|scia |ch' io |v' eb|bi al|cun |ri|co|no|sciu|toE
S|vi|di e |co|nob|bi |l' om|bra |di |co|luiE
S|che |fe|ce |per |vil|ta|de il |gran |ri|fiu|toE
S|in|con|ta|nen|te in|te|si e |cer|to |fuiE
S|che |que|sta e|ra |la |set|ta |d' i |cat|ti|viE
S|a |dio |spia|cen|ti e |a' |ne|mi|ci |suiE
S|que|sti |sciau|ra|ti |che |mai |non |fur |vi|viE
S|e|ra|no i|gnu|di e |sti|mo|la|ti |mol|toE
S|da |mo|sco|ni e |da |ve|spe |ch' e|ran |i|viE
S|el|le |ri|ga|van |lor |di |san|gue il |vol|toE
S|che |mi|schia|to |di |la|gri|me a' |lor |pie|diE
S|da |fa|sti|dio|si |ver|mi e|ra |ri|col|toE
S|e |poi |ch' a |ri|guar|dar |ol|tre |mi |die|diE
S|vi|di |gen|ti a |la |ri|va |d' un |gran |fiu|meE
S|per |ch' io |dis|si |ma|e|stro or |mi |con|ce|diE
S|ch' i' |sap|pia |qua|li |so|no e |qual |co|stu|meE
S|le |fa |di |tra|pas|sar |pa|rer |sì |pron|teE
S|com' |i' |di|scer|no |per |lo |fio|co |lu|meE
S|ed |el|li a |me |le |co|se |ti |fier |con|teE
S|quan|do |noi |fer|me|rem |li |no|stri |pas|siE
S|su |la |tri|sta |ri|vie|ra |d' a|che|ron|teE
S|al|lor |con |li oc|chi |ver|go|gno|si e |bas|siE
S|te|men|do |no ' l |mio |dir |li |fos|se |gra|veE
S|in|fi|no al |fiu|me |del |par|lar |mi |tras|siE
S|ed |ec|co |ver|so |noi |ve|nir |per |na|veE
S|un |vec|chio |bian|co |per |an|ti|co |pe|loE
S|gri|dan|do |guai |a |voi |a|ni|me |pra|veE
S|non |i|spe|ra|te |mai |ve|der |lo |cie|loE
S|i' |ve|gno |per |me|nar|vi a |l' al|tra |ri|vaE
S|ne |le |te|ne|bre et|ter|ne in |cal|do e ' n |ge|loE
S|e |tu |che |se' |co|stì |a|ni|ma |vi|vaE
S|pàr|ti|ti |da |co|te|sti |che |son |mor|tiE
S|ma |poi |che |vi|de |ch' io |non |mi |par|ti|vaE
S|dis|se |per |al|tra |via |per |al|tri |por|tiE
S|ver|rai |a |piag|gia |non |qui |per |pas|sa|reE
S|più |lie|ve |le|gno |con|vien |che |ti |por|tiE
S|e ' l |du|ca |lui |ca|ron |non |ti |cruc|cia|reE
S|vuol|si |co|sì |co|là |do|ve |si |puo|teE
S|ciò |che |si |vuo|le e |più |non |di|man|da|reE
S|quin|ci |fuor |que|te |le |la|no|se |go|teE
S|al |noc|chier |de |la |li|vi|da |pa|lu|deE
S|che ' n|tor|no a |li oc|chi a|vea |di |fiam|me |ro|teE
S|ma |quel|l' a|ni|me |ch' e|ran |las|se e |nu|deE
S|can|giar |co|lo|re e |di|bat|te|ro i |den|tiE
S|rat|to |che ' n|te|ser |le |pa|ro|le |cru|deE
S|be|stem|mia|va|no |dio |e |lor |pa|ren|tiE
S|l' u|ma|na |spe|zie e ' l |lo|co e ' l |tem|po e ' l |se|meE
S|di |lor |se|men|za e |di |lor |na|sci|men|tiE
S|poi |si |ri|tras|ser |tut|te |quan|te in|sie|meE
S|for|te |pian|gen|do a |la |ri|va |mal|va|giaE
S|ch' at|ten|de |cia|scun |uom |che |dio |non |te|meE
S|ca|ron |di|mo|nio |con |oc|chi |di |bra|giaE
S|lo|ro ac|cen|nan|do |tut|te |le |rac|co|glieE
S|bat|te |col |re|mo |qua|lun|que |s' a|da|giaE
S|co|me |d' au|tun|no |si |le|van |le |fo|glieE
S|l' u|na ap|pres|so |de |l' al|tra |fin |che ' l |ra|moE
S|ve|de a |la |ter|ra |tut|te |le |sue |spo|glieE
S|si|mi|le|men|te il |mal |se|me |d' a|da|moE
S|git|tan|si |di |quel |li|to ad |u|na ad |u|naE
S|per |cen|ni |co|me au|gel |per |suo |ri|chia|moE
S|co|sì |sen |van|no |su |per |l' on|da |bru|naE
S|e |a|van|ti |che |sien |di |là |di|sce|seE
S|an|che |di |qua |nuo|va |schie|ra |s' a|u|naE
S|fi|gliuol |mio |dis|se ' l |ma|e|stro |cor|te|seE
S|quel|li |che |muo|ion |ne |l' i|ra |di |dioE
S|tut|ti |con|ve|gnon |qui |d' o|gne |pa|e|seE
S|e |pron|ti |so|no a |tra|pas|sar |lo |rioE
S|ché |la |di|vi|na |giu|sti|zia |li |spro|naE
S|sì |che |la |te|ma |si |vol|ve in |di|sioE
S|quin|ci |non |pas|sa |mai |a|ni|ma |buo|naE
S|e |pe|rò |se |ca|ron |di |te |si |la|gnaE
S|ben |puoi |sa|pe|re o|mai |che ' l |suo |dir |suo|naE
S|fi|ni|to |que|sto |la |bu|ia |cam|pa|gnaE
S|tre|mò |sì |for|te |che |de |lo |spa|ven|toE
S|la |men|te |di |su|do|re an|cor |mi |ba|gnaE
S|la |ter|ra |la|gri|mo|sa |die|de |ven|toE
S|che |ba|le|nò |u|na |lu|ce |ver|mi|gliaE
S|la |qual |mi |vin|se |cia|scun |sen|ti|men|toE
S|e |cad|di |co|me |l' uom |cui |son|no |pi|gliaE
S|rup|pe|mi |l' al|to |son|no |ne |la |te|staE
S|un |gre|ve |truo|no |sì |ch' io |mi |ri|scos|siE
S|co|me |per|so|na |ch' è |per |for|za |de|staE
S|e |l' oc|chio |ri|po|sa|to in|tor|no |mos|siE
S|drit|to |le|va|to e |fi|so |ri|guar|daiE
S|per |co|no|scer |lo |lo|co |do|v' io |fos|siE
S|ve|ro è |che ' n |su |la |pro|da |mi |tro|vaiE
S|de |la |val|le |d' a|bis|so |do|lo|ro|saE
S|che ' n|tro|no ac|co|glie |d' in|fi|ni|ti |guaiE
S|o|scu|ra e |pro|fon|da e|ra e |ne|bu|lo|saE
S|tan|to |che |per |fic|car |lo |vi|so a |fon|doE
S|io |non |vi |di|scer|nea |al|cu|na |co|saE
S|or |di|scen|diam |qua |giù |nel |cie|co |mon|doE
